,week,algorithm,accuraccy,f1_score,precision,recall,roc_auc,cv_mean_auc,cv_mean_f1,cv_mean_recall,cv_mean_accuracy,scenario
30,3,SVM,0.8070175438596491,0.8910891089108911,0.8181818181818182,0.9782608695652174,0.5345849802371542,0.7506884057971015,0.9055522354079514,1.0,1.0,Original
31,3,KNN,0.8245614035087719,0.9019607843137255,0.8214285714285714,1.0,0.5454545454545454,0.6734420289855073,0.8989640001138337,0.9869565217391305,0.9869565217391305,Original
32,3,Random Forest,0.8070175438596491,0.888888888888889,0.8301886792452831,0.9565217391304348,0.5691699604743082,0.7881838768115942,0.9028233519823023,0.9742753623188408,0.9742753623188408,Original
33,3,LDA,0.8421052631578947,0.9032258064516129,0.8936170212765957,0.9130434782608695,0.7292490118577075,0.835588768115942,0.9183114637159212,0.9490942028985507,0.9490942028985507,Original
34,3,Multi Layer Nets,0.8070175438596491,0.8817204301075269,0.8723404255319149,0.8913043478260869,0.6729249011857708,0.717590579710145,0.8471273436328051,0.8387681159420289,0.8387681159420289,Original
35,3,Gradient Boosting,0.7894736842105263,0.8723404255319149,0.8541666666666666,0.8913043478260869,0.6274703557312253,0.7653170289855072,0.8967260357498154,0.9402173913043479,0.9402173913043479,Original
36,4,XGBoost,0.5892857142857143,0.6349206349206349,0.6060606060606061,0.6666666666666666,0.5833333333333333,0.7244485294117646,0.7350028012411914,0.7952205882352941,0.7952205882352941,Original
37,4,Logistic Regression,0.625,0.7123287671232877,0.6046511627906976,0.8666666666666667,0.6064102564102565,0.7219919786096257,0.7471283944813356,0.8080882352941178,0.8080882352941178,Original
38,4,Decision Tree,0.5178571428571429,0.5263157894736842,0.5555555555555556,0.5,0.5192307692307693,0.5483400178253119,0.6295893910827169,0.6216911764705882,0.6216911764705882,Original
39,4,SVM,0.6428571428571429,0.7222222222222222,0.6190476190476191,0.8666666666666667,0.6256410256410256,0.7177501114081997,0.7092318967785861,0.7702205882352942,0.7702205882352942,Original
40,4,KNN,0.625,0.7042253521126761,0.6097560975609756,0.8333333333333334,0.608974358974359,0.6604807263814616,0.6809088481764004,0.7261029411764706,0.7261029411764706,Original
41,4,Random Forest,0.6607142857142857,0.6984126984126984,0.6666666666666666,0.7333333333333333,0.6551282051282051,0.738455325311943,0.7345125146832927,0.7577205882352941,0.7577205882352941,Original
42,4,LDA,0.7857142857142857,0.8181818181818182,0.75,0.9,0.7769230769230769,0.7789104278074866,0.7674292310250564,0.8323529411764706,0.8323529411764706,Original
43,4,Multi Layer Nets,0.6428571428571429,0.696969696969697,0.6388888888888888,0.7666666666666667,0.6333333333333333,0.6224877450980392,0.6491246268307055,0.6713235294117647,0.6713235294117647,Original
44,4,Gradient Boosting,0.6428571428571429,0.6774193548387096,0.65625,0.7,0.6384615384615384,0.7011363636363637,0.7231617647058823,0.7709558823529411,0.7709558823529411,Original
45,5,XGBoost,0.75,0.7878787878787877,0.7222222222222222,0.8666666666666667,0.7410256410256411,0.7587956773618539,0.7679033770772958,0.8003676470588236,0.8003676470588236,Original
46,5,Logistic Regression,0.6785714285714286,0.7272727272727272,0.6666666666666666,0.8,0.6692307692307693,0.7305342023172906,0.7329836537592704,0.7705882352941177,0.7705882352941177,Original
47,5,Decision Tree,0.625,0.6037735849056605,0.6956521739130435,0.5333333333333333,0.632051282051282,0.5949532085561497,0.6401923376420625,0.6209558823529411,0.6209558823529411,Original
48,5,SVM,0.7142857142857143,0.7500000000000001,0.7058823529411765,0.8,0.7076923076923077,0.7491811497326203,0.7229476065040908,0.7514705882352941,0.7514705882352941,Original
49,5,KNN,0.6785714285714286,0.7428571428571429,0.65,0.8666666666666667,0.6641025641025642,0.689602829768271,0.7043323996265174,0.7761029411764706,0.7761029411764706,Original
50,5,Random Forest,0.6785714285714286,0.7,0.7,0.7,0.676923076923077,0.7804771056149733,0.7287608139429608,0.7882352941176471,0.7882352941176471,Original
51,5,LDA,0.75,0.7741935483870969,0.75,0.8,0.7461538461538462,0.7852551247771837,0.7495319561618373,0.7886029411764706,0.7886029411764706,Original
52,5,Multi Layer Nets,0.7321428571428571,0.761904761904762,0.7272727272727273,0.8,0.726923076923077,0.6402991310160429,0.6588565819448172,0.6882352941176471,0.6882352941176471,Original
53,5,Gradient Boosting,0.6964285714285714,0.711864406779661,0.7241379310344828,0.7,0.6961538461538461,0.726659982174688,0.7433098400650584,0.7882352941176471,0.7882352941176471,Original
54,6,XGBoost,0.6785714285714286,0.71875,0.6764705882352942,0.7666666666666667,0.6717948717948717,0.7611352495543672,0.7441144859197597,0.7511029411764706,0.7511029411764706,Original
55,6,Logistic Regression,0.6964285714285714,0.7301587301587302,0.696969696969697,0.7666666666666667,0.6910256410256411,0.7521111853832443,0.7287246126795877,0.7518382352941176,0.7518382352941176,Original
56,6,Decision Tree,0.5892857142857143,0.5964912280701755,0.6296296296296297,0.5666666666666667,0.591025641025641,0.6495989304812835,0.7196173718754364,0.7077205882352942,0.7077205882352942,Original
57,6,SVM,0.6964285714285714,0.7301587301587302,0.696969696969697,0.7666666666666667,0.6910256410256411,0.773791221033868,0.755535898507501,0.7882352941176471,0.7882352941176471,Original
58,6,KNN,0.7142857142857143,0.7777777777777778,0.6666666666666666,0.9333333333333333,0.6974358974358974,0.7257840352049911,0.7533163224804091,0.8253676470588236,0.8253676470588236,Original
59,6,Random Forest,0.75,0.7586206896551724,0.7857142857142857,0.7333333333333333,0.7512820512820513,0.8000236742424243,0.762653854043797,0.7761029411764706,0.7761029411764706,Original
60,6,LDA,0.7321428571428571,0.761904761904762,0.7272727272727273,0.8,0.726923076923077,0.7978943850267379,0.7573844049470563,0.7886029411764706,0.7886029411764706,Original
61,6,Multi Layer Nets,0.6071428571428571,0.6451612903225806,0.625,0.6666666666666666,0.6025641025641025,0.6254233511586451,0.6980396872705579,0.7261029411764706,0.7261029411764706,Original
62,6,Gradient Boosting,0.75,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.7487179487179487,0.7475295231729057,0.7160096836793167,0.7014705882352941,0.7014705882352941,Original
63,7,XGBoost,0.75,0.7878787878787877,0.7222222222222222,0.8666666666666667,0.7410256410256411,0.7493761140819963,0.7402620608360646,0.7569852941176471,0.7569852941176471,Original
64,7,Logistic Regression,0.75,0.7941176470588235,0.7105263157894737,0.9,0.7384615384615384,0.7733790106951872,0.7713721360780184,0.8080882352941178,0.8080882352941178,Original
65,7,Decision Tree,0.6428571428571429,0.6774193548387096,0.65625,0.7,0.6384615384615384,0.6413602941176471,0.7145741243205747,0.6764705882352942,0.6764705882352942,Original
66,7,SVM,0.75,0.7878787878787877,0.7222222222222222,0.8666666666666667,0.7410256410256411,0.8116505124777185,0.795611271156403,0.8378676470588236,0.8378676470588236,Original
67,7,KNN,0.7142857142857143,0.7777777777777778,0.6666666666666666,0.9333333333333333,0.6974358974358974,0.7736770276292335,0.7840797793810707,0.8878676470588236,0.8878676470588236,Original
68,7,Random Forest,0.75,0.7878787878787877,0.7222222222222222,0.8666666666666667,0.7410256410256411,0.8029369986631016,0.7836874681550138,0.7761029411764706,0.7761029411764706,Original
69,7,LDA,0.8035714285714286,0.8405797101449275,0.7435897435897436,0.9666666666666667,0.7910256410256411,0.8144830659536542,0.7920734610108424,0.8323529411764706,0.8323529411764706,Original
70,7,Multi Layer Nets,0.7142857142857143,0.7500000000000001,0.7058823529411765,0.8,0.7076923076923077,0.7128161207664884,0.7150101904561107,0.7268382352941176,0.7268382352941176,Original
71,7,Gradient Boosting,0.7678571428571429,0.7936507936507938,0.7575757575757576,0.8333333333333334,0.7628205128205129,0.7821607620320855,0.7470261437908496,0.7573529411764706,0.7573529411764706,Original
72,8,XGBoost,0.6415094339622641,0.5957446808510638,0.7777777777777778,0.4827586206896552,0.6580459770114944,0.720157203907204,0.6513629703629703,0.6242857142857143,0.6242857142857143,Original
73,8,Logistic Regression,0.7358490566037735,0.7407407407407408,0.8,0.6896551724137931,0.74066091954023,0.7440750915750916,0.6984074464150529,0.7171428571428572,0.7171428571428572,Original
74,8,Decision Tree,0.5660377358490566,0.5490196078431373,0.6363636363636364,0.4827586206896552,0.574712643678161,0.5875915750915751,0.617938458957925,0.6385714285714286,0.6385714285714286,Original
75,8,SVM,0.6792452830188679,0.6666666666666667,0.7727272727272727,0.5862068965517241,0.6889367816091955,0.754041514041514,0.7133428677366387,0.7166666666666667,0.7166666666666667,Original
76,8,KNN,0.660377358490566,0.6896551724137931,0.6896551724137931,0.6896551724137931,0.6573275862068966,0.7456807081807082,0.7203790368295047,0.7866666666666667,0.7866666666666667,Original
77,8,Random Forest,0.6415094339622641,0.6122448979591838,0.75,0.5172413793103449,0.6544540229885057,0.782196275946276,0.7290535945535945,0.7161904761904763,0.7161904761904763,Original
78,8,LDA,0.7358490566037735,0.7407407407407408,0.8,0.6896551724137931,0.74066091954023,0.7717429792429793,0.7273931224709868,0.758095238095238,0.758095238095238,Original
79,8,Multi Layer Nets,0.5660377358490566,0.6567164179104478,0.5789473684210527,0.7586206896551724,0.5459770114942528,0.6855006105006105,0.679360181660322,0.6671428571428573,0.6671428571428573,Original
80,8,Gradient Boosting,0.6226415094339622,0.5833333333333334,0.7368421052631579,0.4827586206896552,0.637212643678161,0.7382722832722833,0.6782202179159582,0.6799999999999999,0.6799999999999999,Original
81,9,XGBoost,0.6415094339622641,0.6274509803921569,0.7272727272727273,0.5517241379310345,0.6508620689655172,0.7373168498168499,0.6741925073649211,0.6742857142857142,0.6742857142857142,Original
82,9,Logistic Regression,0.7547169811320755,0.7636363636363636,0.8076923076923077,0.7241379310344828,0.7579022988505746,0.7432967032967033,0.6911136417346094,0.7161904761904763,0.7161904761904763,Original
83,9,Decision Tree,0.6037735849056604,0.6037735849056604,0.6666666666666666,0.5517241379310345,0.6091954022988506,0.6152106227106227,0.5878269230769231,0.5961904761904762,0.5961904761904762,Original
84,9,SVM,0.6792452830188679,0.6666666666666667,0.7727272727272727,0.5862068965517241,0.6889367816091955,0.7595665445665445,0.71733725303247,0.722857142857143,0.722857142857143,Original
85,9,KNN,0.6792452830188679,0.7017543859649122,0.7142857142857143,0.6896551724137931,0.67816091954023,0.7361904761904762,0.7124098275168091,0.7938095238095239,0.7938095238095239,Original
86,9,Random Forest,0.660377358490566,0.64,0.7619047619047619,0.5517241379310345,0.6716954022988506,0.8049786324786325,0.7372532275320881,0.7161904761904763,0.7161904761904763,Original
87,9,LDA,0.7547169811320755,0.7547169811320755,0.8333333333333334,0.6896551724137931,0.7614942528735633,0.7609065934065934,0.7066271120712045,0.7233333333333334,0.7233333333333334,Original
88,9,Multi Layer Nets,0.6981132075471698,0.7241379310344829,0.7241379310344828,0.7241379310344828,0.6954022988505748,0.7266605616605617,0.6765161290322581,0.6947619047619049,0.6947619047619049,Original
89,9,Gradient Boosting,0.6792452830188679,0.6666666666666667,0.7727272727272727,0.5862068965517241,0.6889367816091955,0.7573931623931623,0.7198247687816652,0.7295238095238096,0.7295238095238096,Original
90,10,XGBoost,0.6792452830188679,0.6382978723404256,0.8333333333333334,0.5172413793103449,0.6961206896551724,0.7335134310134309,0.6969139838450182,0.7028571428571428,0.7028571428571428,Original
91,10,Logistic Regression,0.6981132075471698,0.7037037037037037,0.76,0.6551724137931034,0.7025862068965517,0.7476556776556776,0.6836736953978334,0.7100000000000001,0.7100000000000001,Original
92,10,Decision Tree,0.660377358490566,0.6666666666666666,0.72,0.6206896551724138,0.6645114942528735,0.590970695970696,0.6055878371618083,0.630952380952381,0.630952380952381,Original
93,10,SVM,0.6981132075471698,0.6923076923076923,0.782608695652174,0.6206896551724138,0.7061781609195402,0.7557875457875457,0.7150967242805396,0.7371428571428572,0.7371428571428572,Original
94,10,KNN,0.660377358490566,0.6785714285714286,0.7037037037037037,0.6551724137931034,0.6609195402298852,0.7595772283272283,0.7355052058238606,0.800952380952381,0.800952380952381,Original
95,10,Random Forest,0.6415094339622641,0.5957446808510638,0.7777777777777778,0.4827586206896552,0.6580459770114944,0.7735470085470085,0.7208526272577995,0.7090476190476191,0.7090476190476191,Original
96,10,LDA,0.7169811320754716,0.7169811320754716,0.7916666666666666,0.6551724137931034,0.7234195402298851,0.7521184371184372,0.6933633004926109,0.7023809523809524,0.7023809523809524,Original
97,10,Multi Layer Nets,0.6226415094339622,0.6153846153846154,0.6956521739130435,0.5517241379310345,0.6300287356321839,0.6714804639804639,0.6719907906537494,0.631904761904762,0.631904761904762,Original
98,10,Gradient Boosting,0.6792452830188679,0.679245283018868,0.75,0.6206896551724138,0.6853448275862069,0.7276800976800977,0.695894636207242,0.7447619047619047,0.7447619047619047,Original
99,11,XGBoost,0.7169811320754716,0.7058823529411765,0.8181818181818182,0.6206896551724138,0.7270114942528736,0.754465811965812,0.6988940694487921,0.7095238095238094,0.7095238095238094,Original
100,11,Logistic Regression,0.6415094339622641,0.6666666666666666,0.6785714285714286,0.6551724137931034,0.6400862068965517,0.7674420024420024,0.7194554971765761,0.7447619047619047,0.7447619047619047,Original
101,11,Decision Tree,0.5660377358490566,0.5106382978723404,0.6666666666666666,0.41379310344827586,0.5818965517241379,0.6689102564102565,0.6990692441081763,0.7019047619047619,0.7019047619047619,Original
102,11,SVM,0.6415094339622641,0.6415094339622641,0.7083333333333334,0.5862068965517241,0.6472701149425286,0.7602625152625153,0.6975311982542239,0.7019047619047619,0.7019047619047619,Original
103,11,KNN,0.6792452830188679,0.7017543859649122,0.7142857142857143,0.6896551724137931,0.67816091954023,0.7328128815628816,0.7259463697839672,0.8085714285714285,0.8085714285714285,Original
104,11,Random Forest,0.7358490566037735,0.7200000000000001,0.8571428571428571,0.6206896551724138,0.747844827586207,0.7966544566544567,0.7246125007526565,0.751904761904762,0.751904761904762,Original
105,11,LDA,0.6981132075471698,0.7142857142857143,0.7407407407407407,0.6896551724137931,0.6989942528735631,0.7659249084249083,0.7323430789434683,0.7723809523809524,0.7723809523809524,Original
106,11,Multi Layer Nets,0.6981132075471698,0.6923076923076923,0.782608695652174,0.6206896551724138,0.7061781609195402,0.7209523809523809,0.6602246117084827,0.7157142857142857,0.7157142857142857,Original
107,11,Gradient Boosting,0.6792452830188679,0.6666666666666667,0.7727272727272727,0.5862068965517241,0.6889367816091955,0.7627564102564103,0.7191745248727404,0.6952380952380952,0.6952380952380952,Original
0,0,XGBoost,0.8113207547169812,0.8958333333333334,0.8113207547169812,1.0,0.5,0.6492885375494072,0.9161292517006802,1.0,1.0,PCA
1,0,Logistic Regression,0.8113207547169812,0.8958333333333334,0.8113207547169812,1.0,0.5,0.5618379446640317,0.9161292517006802,1.0,1.0,PCA
2,0,Decision Tree,0.7547169811320755,0.8571428571428572,0.8125,0.9069767441860465,0.5034883720930232,0.584397233201581,0.8736028401549151,0.8620553359683795,0.8620553359683795,PCA
3,0,SVM,0.8113207547169812,0.8958333333333334,0.8113207547169812,1.0,0.5,0.5820750988142291,0.9161292517006802,1.0,1.0,PCA
4,0,KNN,0.8113207547169812,0.8958333333333334,0.8113207547169812,1.0,0.5,0.5297480237154151,0.9138333333333332,0.9954545454545455,0.9954545454545455,PCA
5,0,Random Forest,0.8113207547169812,0.8958333333333334,0.8113207547169812,1.0,0.5,0.6048715415019763,0.9093242871616731,0.9778656126482212,0.9778656126482212,PCA
6,0,LDA,0.7924528301886793,0.8842105263157894,0.8076923076923077,0.9767441860465116,0.4883720930232558,0.625296442687747,0.909061513967289,0.982213438735178,0.982213438735178,PCA
7,0,Multi Layer Nets,0.8113207547169812,0.8958333333333334,0.8113207547169812,1.0,0.5,0.5204841897233201,0.906433599526767,0.9824110671936758,0.9824110671936758,PCA
8,0,Gradient Boosting,0.8113207547169812,0.8936170212765957,0.8235294117647058,0.9767441860465116,0.5383720930232558,0.6294466403162055,0.8945642159767477,0.9422924901185772,0.9422924901185772,PCA
9,1,XGBoost,0.8245614035087719,0.9,0.8823529411764706,0.9183673469387755,0.5841836734693877,0.7388088768115942,0.8869728678124436,0.9222826086956524,0.9222826086956524,PCA
10,1,Logistic Regression,0.8421052631578947,0.9142857142857143,0.8571428571428571,0.9795918367346939,0.4897959183673469,0.6588224637681159,0.904057315233786,0.9914855072463767,0.9914855072463767,PCA
11,1,Decision Tree,0.8245614035087719,0.9019607843137256,0.8679245283018868,0.9387755102040817,0.5318877551020409,0.5340760869565218,0.8498177139044512,0.8585144927536232,0.8585144927536232,PCA
12,1,SVM,0.8596491228070176,0.9245283018867925,0.8596491228070176,1.0,0.5,0.6355615942028986,0.9065539713708416,1.0,1.0,PCA
13,1,KNN,0.8596491228070176,0.923076923076923,0.8727272727272727,0.9795918367346939,0.5522959183673469,0.5984646739130434,0.9035957767722473,0.9871376811594204,0.9871376811594204,PCA
14,1,Random Forest,0.8596491228070176,0.923076923076923,0.8727272727272727,0.9795918367346939,0.5522959183673469,0.7264311594202899,0.895400206563804,0.952536231884058,0.952536231884058,PCA
15,1,LDA,0.8421052631578947,0.9108910891089108,0.8846153846153846,0.9387755102040817,0.5943877551020409,0.740643115942029,0.8978206669465385,0.944021739130435,0.944021739130435,PCA
16,1,Multi Layer Nets,0.8245614035087719,0.9019607843137256,0.8679245283018868,0.9387755102040817,0.5318877551020409,0.6276086956521739,0.8968398684173021,0.9186594202898553,0.9186594202898553,PCA
17,1,Gradient Boosting,0.8421052631578947,0.912621359223301,0.8703703703703703,0.9591836734693877,0.5420918367346939,0.7094927536231885,0.8698456013302639,0.9141304347826088,0.9141304347826088,PCA
18,2,XGBoost,0.8245614035087719,0.9,0.9183673469387755,0.8823529411764706,0.607843137254902,0.7280842391304347,0.9049485174052947,0.9570652173913043,0.9570652173913043,PCA
19,2,Logistic Regression,0.8596491228070176,0.9245283018867925,0.8909090909090909,0.9607843137254902,0.4803921568627451,0.7134692028985508,0.9033112589012383,0.9789855072463769,0.9789855072463769,PCA
20,2,Decision Tree,0.7192982456140351,0.8297872340425532,0.9069767441860465,0.7647058823529411,0.5490196078431373,0.6273913043478261,0.864735205898018,0.8592391304347826,0.8592391304347826,PCA
21,2,SVM,0.8947368421052632,0.9444444444444444,0.8947368421052632,1.0,0.5,0.6266576086956521,0.9069239306753181,1.0,1.0,PCA
22,2,KNN,0.8947368421052632,0.9444444444444444,0.8947368421052632,1.0,0.5,0.5759873188405797,0.9005046244913061,0.9873188405797102,0.9873188405797102,PCA
23,2,Random Forest,0.8596491228070176,0.9245283018867925,0.8909090909090909,0.9607843137254902,0.4803921568627451,0.7385552536231884,0.9111725305506818,0.9827898550724639,0.9827898550724639,PCA
24,2,LDA,0.7894736842105263,0.8799999999999999,0.8979591836734694,0.8627450980392157,0.5147058823529412,0.778894927536232,0.8886101048261047,0.9190217391304347,0.9190217391304347,PCA
25,2,Multi Layer Nets,0.8070175438596491,0.8910891089108911,0.9,0.8823529411764706,0.5245098039215687,0.6539673913043478,0.8790679250423574,0.9403985507246377,0.9403985507246377,PCA
26,2,Gradient Boosting,0.7894736842105263,0.8799999999999999,0.8979591836734694,0.8627450980392157,0.5147058823529412,0.7283242753623188,0.8912730596750595,0.9443840579710144,0.9443840579710144,PCA
27,3,XGBoost,0.8245614035087719,0.8913043478260869,0.8913043478260869,0.8913043478260869,0.7183794466403162,0.775570652173913,0.9100631827198965,0.9494565217391304,0.9494565217391304,PCA
28,3,Logistic Regression,0.8596491228070176,0.9166666666666666,0.88,0.9565217391304348,0.7055335968379447,0.808215579710145,0.9071464278018899,0.9576086956521739,0.9576086956521739,PCA
29,3,Decision Tree,0.7719298245614035,0.8602150537634409,0.851063829787234,0.8695652173913043,0.616600790513834,0.6346557971014493,0.8709450267366219,0.8893115942028986,0.8893115942028986,PCA
30,3,SVM,0.8070175438596491,0.8932038834951457,0.8070175438596491,1.0,0.5,0.7540036231884059,0.9055522354079514,1.0,1.0,PCA
31,3,KNN,0.8070175438596491,0.8932038834951457,0.8070175438596491,1.0,0.5,0.6565624999999999,0.8990555792708956,0.9871376811594204,0.9871376811594204,PCA
32,3,Random Forest,0.8596491228070176,0.92,0.8518518518518519,1.0,0.6363636363636364,0.7966304347826086,0.9108406706659442,0.9701086956521741,0.9701086956521741,PCA
33,3,LDA,0.8421052631578947,0.9032258064516129,0.8936170212765957,0.9130434782608695,0.7292490118577075,0.8322554347826087,0.9160369539119996,0.944927536231884,0.944927536231884,PCA
34,3,Multi Layer Nets,0.7719298245614035,0.8602150537634409,0.851063829787234,0.8695652173913043,0.616600790513834,0.7296286231884059,0.881145536657959,0.8846014492753623,0.8846014492753623,PCA
35,3,Gradient Boosting,0.7719298245614035,0.865979381443299,0.8235294117647058,0.9130434782608695,0.5474308300395256,0.8058786231884056,0.905412696993691,0.9365942028985508,0.9365942028985508,PCA
36,4,XGBoost,0.7321428571428571,0.7761194029850748,0.7027027027027027,0.8666666666666667,0.7217948717948718,0.7517449309269162,0.7450899245989377,0.7705882352941177,0.7705882352941177,PCA
37,4,Logistic Regression,0.6428571428571429,0.7222222222222222,0.6190476190476191,0.8666666666666667,0.6256410256410256,0.7399259135472371,0.7568642236953432,0.8018382352941178,0.8018382352941178,PCA
38,4,Decision Tree,0.6071428571428571,0.65625,0.6176470588235294,0.7,0.6,0.6027963458110517,0.6368951612903226,0.6588235294117647,0.6588235294117647,PCA
39,4,SVM,0.6785714285714286,0.7428571428571429,0.65,0.8666666666666667,0.6641025641025642,0.7240530303030303,0.7132259981216338,0.7341911764705882,0.7341911764705882,PCA
40,4,KNN,0.6428571428571429,0.7142857142857143,0.625,0.8333333333333334,0.6282051282051282,0.6896306818181819,0.7372295603874551,0.8316176470588236,0.8316176470588236,PCA
41,4,Random Forest,0.6964285714285714,0.7536231884057971,0.6666666666666666,0.8666666666666667,0.6833333333333333,0.7583792892156862,0.7332451308969337,0.7393382352941177,0.7393382352941177,PCA
42,4,LDA,0.7857142857142857,0.8181818181818182,0.75,0.9,0.7769230769230769,0.7783617424242425,0.7674292310250564,0.8323529411764706,0.8323529411764706,PCA
43,4,Multi Layer Nets,0.5892857142857143,0.6461538461538462,0.6,0.7,0.5807692307692307,0.6931929590017825,0.7218404844917964,0.7154411764705882,0.7154411764705882,PCA
44,4,Gradient Boosting,0.6964285714285714,0.7384615384615385,0.6857142857142857,0.8,0.6884615384615385,0.7302974598930481,0.734315569296594,0.7643382352941177,0.7643382352941177,PCA
