,week,algorithm,accuraccy,f1_score,precision,recall,roc_auc,cv mean,cv_mean_f1,cv_mean_recall,scenario
33,4,Logistic Regression,0.625,0.7123287671232877,0.6046511627906976,0.8666666666666667,0.6064102564102565,0.7219919786096257,0.7471283944813356,0.8080882352941178,Original
34,4,Decision Tree,0.5178571428571429,0.5423728813559322,0.5517241379310345,0.5333333333333333,0.5166666666666666,0.5809213458110516,0.6044526862553428,0.6025735294117647,Original
35,4,SVM,0.6607142857142857,0.7323943661971831,0.6341463414634146,0.8666666666666667,0.6448717948717949,0.7177501114081997,0.7092318967785861,0.7702205882352942,Original
36,4,KNN,0.625,0.7042253521126761,0.6097560975609756,0.8333333333333334,0.608974358974359,0.6604807263814616,0.6809088481764004,0.7261029411764706,Original
37,4,Random Forest,0.6785714285714286,0.71875,0.6764705882352942,0.7666666666666667,0.6717948717948717,0.7456133021390373,0.7273933664374841,0.7518382352941176,Original
38,4,LDA,0.7857142857142857,0.8181818181818182,0.75,0.9,0.7769230769230769,0.7789104278074866,0.7674292310250564,0.8323529411764706,Original
39,4,Multi Layer Nets,0.7321428571428571,0.7457627118644068,0.7586206896551724,0.7333333333333333,0.7320512820512821,0.6551080659536541,0.6535235962791089,0.6459558823529411,Original
40,5,XGBoost,0.75,0.7878787878787877,0.7222222222222222,0.8666666666666667,0.7410256410256411,0.7587956773618539,0.7679033770772958,0.8003676470588236,Original
41,5,Logistic Regression,0.6785714285714286,0.7272727272727272,0.6666666666666666,0.8,0.6692307692307693,0.7305342023172906,0.7329836537592704,0.7705882352941177,Original
42,5,Decision Tree,0.6607142857142857,0.6666666666666667,0.7037037037037037,0.6333333333333333,0.6628205128205128,0.5800913547237075,0.6385337038041023,0.6334558823529411,Original
43,5,SVM,0.7142857142857143,0.7500000000000001,0.7058823529411765,0.8,0.7076923076923077,0.7491811497326203,0.7229476065040908,0.7514705882352941,Original
44,5,KNN,0.6785714285714286,0.7428571428571429,0.65,0.8666666666666667,0.6641025641025642,0.689602829768271,0.7043323996265174,0.7761029411764706,Original
45,5,Random Forest,0.6964285714285714,0.7301587301587302,0.696969696969697,0.7666666666666667,0.6910256410256411,0.7695033979500892,0.7542245916323366,0.7816176470588235,Original
46,5,LDA,0.75,0.7741935483870969,0.75,0.8,0.7461538461538462,0.7852551247771837,0.7495319561618373,0.7886029411764706,Original
47,5,Multi Layer Nets,0.6428571428571429,0.6774193548387096,0.65625,0.7,0.6384615384615384,0.620233121657754,0.6442652327388636,0.6452205882352942,Original
48,6,XGBoost,0.6785714285714286,0.71875,0.6764705882352942,0.7666666666666667,0.6717948717948717,0.7611352495543672,0.7441144859197597,0.7511029411764706,Original
49,6,Logistic Regression,0.6964285714285714,0.7301587301587302,0.696969696969697,0.7666666666666667,0.6910256410256411,0.7521111853832443,0.7287246126795877,0.7518382352941176,Original
50,6,Decision Tree,0.625,0.631578947368421,0.6666666666666666,0.6,0.6269230769230769,0.6493148395721925,0.6829770050737793,0.7077205882352942,Original
51,6,SVM,0.6964285714285714,0.7301587301587302,0.696969696969697,0.7666666666666667,0.6910256410256411,0.773791221033868,0.755535898507501,0.7882352941176471,Original
52,6,KNN,0.7142857142857143,0.7777777777777778,0.6666666666666666,0.9333333333333333,0.6974358974358974,0.7257840352049911,0.7533163224804091,0.8253676470588236,Original
53,6,Random Forest,0.7321428571428571,0.7540983606557377,0.7419354838709677,0.7666666666666667,0.7294871794871794,0.8077108400178254,0.7816679274150811,0.7757352941176471,Original
54,6,LDA,0.7321428571428571,0.761904761904762,0.7272727272727273,0.8,0.726923076923077,0.7978943850267379,0.7573844049470563,0.7886029411764706,Original
55,6,Multi Layer Nets,0.5892857142857143,0.676056338028169,0.5853658536585366,0.8,0.573076923076923,0.6575855057932263,0.6614959021327208,0.6889705882352941,Original
56,7,XGBoost,0.75,0.7878787878787877,0.7222222222222222,0.8666666666666667,0.7410256410256411,0.7493761140819963,0.7402620608360646,0.7569852941176471,Original
57,7,Logistic Regression,0.75,0.7941176470588235,0.7105263157894737,0.9,0.7384615384615384,0.7733790106951872,0.7713721360780184,0.8080882352941178,Original
58,7,Decision Tree,0.7142857142857143,0.7575757575757577,0.6944444444444444,0.8333333333333334,0.7051282051282052,0.6534815062388593,0.7106610870154514,0.7198529411764706,Original
59,7,SVM,0.75,0.7878787878787877,0.7222222222222222,0.8666666666666667,0.7410256410256411,0.8116505124777185,0.795611271156403,0.8378676470588236,Original
60,7,KNN,0.7142857142857143,0.7777777777777778,0.6666666666666666,0.9333333333333333,0.6974358974358974,0.7736770276292335,0.7840797793810707,0.8878676470588236,Original
61,7,Random Forest,0.7321428571428571,0.761904761904762,0.7272727272727273,0.8,0.726923076923077,0.8147295565953655,0.7688476132629811,0.8073529411764706,Original
62,7,LDA,0.8035714285714286,0.8405797101449275,0.7435897435897436,0.9666666666666667,0.7910256410256411,0.8144830659536542,0.7920734610108424,0.8323529411764706,Original
63,7,Multi Layer Nets,0.7678571428571429,0.8059701492537312,0.7297297297297297,0.9,0.7576923076923078,0.715261530748663,0.693237030030836,0.6698529411764705,Original
64,8,XGBoost,0.6415094339622641,0.5957446808510638,0.7777777777777778,0.4827586206896552,0.6580459770114944,0.720157203907204,0.6513629703629703,0.6242857142857143,Original
65,8,Logistic Regression,0.7358490566037735,0.7407407407407408,0.8,0.6896551724137931,0.74066091954023,0.7440750915750916,0.6984074464150529,0.7171428571428572,Original
66,8,Decision Tree,0.4339622641509434,0.375,0.47368421052631576,0.3103448275862069,0.44683908045977005,0.5793040293040292,0.6227977667493796,0.6385714285714286,Original
67,8,SVM,0.6792452830188679,0.6666666666666667,0.7727272727272727,0.5862068965517241,0.6889367816091955,0.754041514041514,0.7133428677366387,0.7166666666666667,Original
68,8,KNN,0.660377358490566,0.6896551724137931,0.6896551724137931,0.6896551724137931,0.6573275862068966,0.7456807081807082,0.7203790368295047,0.7866666666666667,Original
69,8,Random Forest,0.660377358490566,0.625,0.7894736842105263,0.5172413793103449,0.6752873563218391,0.7885500610500611,0.7443064725823346,0.7166666666666668,Original
70,8,LDA,0.7358490566037735,0.7407407407407408,0.8,0.6896551724137931,0.74066091954023,0.7717429792429793,0.7273931224709868,0.758095238095238,Original
71,8,Multi Layer Nets,0.660377358490566,0.625,0.7894736842105263,0.5172413793103449,0.6752873563218391,0.6998122710622712,0.6672063494532905,0.6171428571428572,Original
72,9,XGBoost,0.6415094339622641,0.6274509803921569,0.7272727272727273,0.5517241379310345,0.6508620689655172,0.7373168498168499,0.6741925073649211,0.6742857142857142,Original
73,9,Logistic Regression,0.7547169811320755,0.7636363636363636,0.8076923076923077,0.7241379310344828,0.7579022988505746,0.7432967032967033,0.6911136417346094,0.7161904761904763,Original
74,9,Decision Tree,0.5849056603773585,0.576923076923077,0.6521739130434783,0.5172413793103449,0.5919540229885059,0.5673168498168499,0.6100874027714961,0.6019047619047619,Original
75,9,SVM,0.6981132075471698,0.6923076923076923,0.782608695652174,0.6206896551724138,0.7061781609195402,0.7595665445665445,0.71733725303247,0.722857142857143,Original
76,9,KNN,0.6792452830188679,0.7017543859649122,0.7142857142857143,0.6896551724137931,0.67816091954023,0.7361904761904762,0.7124098275168091,0.7938095238095239,Original
77,9,Random Forest,0.660377358490566,0.64,0.7619047619047619,0.5517241379310345,0.6716954022988506,0.7937942612942613,0.7189068402861507,0.7085714285714287,Original
78,9,LDA,0.7547169811320755,0.7547169811320755,0.8333333333333334,0.6896551724137931,0.7614942528735633,0.7609065934065934,0.7066271120712045,0.7233333333333334,Original
79,9,Multi Layer Nets,0.6037735849056604,0.676923076923077,0.6111111111111112,0.7586206896551724,0.5876436781609196,0.698452380952381,0.6436801257490912,0.702857142857143,Original
80,10,XGBoost,0.6792452830188679,0.6382978723404256,0.8333333333333334,0.5172413793103449,0.6961206896551724,0.7335134310134309,0.6969139838450182,0.7028571428571428,Original
81,10,Logistic Regression,0.6981132075471698,0.7037037037037037,0.76,0.6551724137931034,0.7025862068965517,0.7476556776556776,0.6836736953978334,0.7100000000000001,Original
82,10,Decision Tree,0.6981132075471698,0.68,0.8095238095238095,0.5862068965517241,0.7097701149425287,0.5502655677655677,0.6187785547785547,0.6023809523809522,Original
83,10,SVM,0.6792452830188679,0.679245283018868,0.75,0.6206896551724138,0.6853448275862069,0.7557875457875457,0.7150967242805396,0.7371428571428572,Original
84,10,KNN,0.660377358490566,0.6785714285714286,0.7037037037037037,0.6551724137931034,0.6609195402298852,0.7595772283272283,0.7355052058238606,0.800952380952381,Original
85,10,Random Forest,0.6981132075471698,0.6666666666666666,0.8421052631578947,0.5517241379310345,0.7133620689655172,0.7885775335775336,0.7220449840708462,0.7380952380952381,Original
86,10,LDA,0.7169811320754716,0.7169811320754716,0.7916666666666666,0.6551724137931034,0.7234195402298851,0.7521184371184372,0.6933633004926109,0.7023809523809524,Original
87,10,Multi Layer Nets,0.6226415094339622,0.5454545454545454,0.8,0.41379310344827586,0.6443965517241379,0.7201678876678876,0.6612163105711494,0.7028571428571428,Original
88,11,XGBoost,0.7169811320754716,0.7058823529411765,0.8181818181818182,0.6206896551724138,0.7270114942528736,0.754465811965812,0.6988940694487921,0.7095238095238094,Original
89,11,Logistic Regression,0.6415094339622641,0.6666666666666666,0.6785714285714286,0.6551724137931034,0.6400862068965517,0.7674420024420024,0.7194554971765761,0.7447619047619047,Original
90,11,Decision Tree,0.5471698113207547,0.4782608695652174,0.6470588235294118,0.3793103448275862,0.5646551724137931,0.6756959706959706,0.6858530169208701,0.6742857142857142,Original
91,11,SVM,0.660377358490566,0.6538461538461539,0.7391304347826086,0.5862068965517241,0.6681034482758621,0.7602625152625153,0.6975311982542239,0.7019047619047619,Original
92,11,KNN,0.6792452830188679,0.7017543859649122,0.7142857142857143,0.6896551724137931,0.67816091954023,0.7328128815628816,0.7259463697839672,0.8085714285714285,Original
93,11,Random Forest,0.7169811320754716,0.7058823529411765,0.8181818181818182,0.6206896551724138,0.7270114942528736,0.8055173992673993,0.7313748903837892,0.7233333333333334,Original
94,11,LDA,0.6981132075471698,0.7142857142857143,0.7407407407407407,0.6896551724137931,0.6989942528735631,0.7659249084249083,0.7323430789434683,0.7723809523809524,Original
95,11,Multi Layer Nets,0.6792452830188679,0.679245283018868,0.75,0.6206896551724138,0.6853448275862069,0.6341605616605617,0.6730129846258879,0.7180952380952381,Original
0,0,XGBoost,0.8113207547169812,0.8958333333333334,0.8113207547169812,1.0,0.5,0.6492885375494072,0.9161292517006802,1.0,PCA
1,0,Logistic Regression,0.8113207547169812,0.8958333333333334,0.8113207547169812,1.0,0.5,0.5618379446640317,0.9161292517006802,1.0,PCA
2,0,Decision Tree,0.7547169811320755,0.8571428571428572,0.8125,0.9069767441860465,0.5034883720930232,0.5574505928853755,0.8642878742399857,0.8707509881422923,PCA
3,0,SVM,0.8113207547169812,0.8958333333333334,0.8113207547169812,1.0,0.5,0.5820750988142291,0.9161292517006802,1.0,PCA
4,0,KNN,0.8113207547169812,0.8958333333333334,0.8113207547169812,1.0,0.5,0.5297480237154151,0.9138333333333332,0.9954545454545455,PCA
5,0,Random Forest,0.8113207547169812,0.8958333333333334,0.8113207547169812,1.0,0.5,0.6287549407114625,0.9069306701403965,0.9780632411067194,PCA
6,0,LDA,0.7924528301886793,0.8842105263157894,0.8076923076923077,0.9767441860465116,0.4883720930232558,0.625296442687747,0.909061513967289,0.982213438735178,PCA
7,0,Multi Layer Nets,0.7924528301886793,0.8842105263157894,0.8076923076923077,0.9767441860465116,0.4883720930232558,0.5472727272727272,0.9042991749891446,0.9646245059288537,PCA
8,1,XGBoost,0.8245614035087719,0.9,0.8823529411764706,0.9183673469387755,0.5841836734693877,0.7388088768115942,0.8869728678124436,0.9222826086956524,PCA
9,1,Logistic Regression,0.8421052631578947,0.9142857142857143,0.8571428571428571,0.9795918367346939,0.4897959183673469,0.6588224637681159,0.904057315233786,0.9914855072463767,PCA
10,1,Decision Tree,0.8421052631578947,0.9108910891089108,0.8846153846153846,0.9387755102040817,0.5943877551020409,0.5339855072463768,0.8430911633848728,0.8451086956521738,PCA
11,1,SVM,0.8596491228070176,0.9245283018867925,0.8596491228070176,1.0,0.5,0.6355615942028986,0.9065539713708416,1.0,PCA
12,1,KNN,0.8596491228070176,0.923076923076923,0.8727272727272727,0.9795918367346939,0.5522959183673469,0.5984646739130434,0.9035957767722473,0.9871376811594204,PCA
13,1,Random Forest,0.8421052631578947,0.9142857142857143,0.8571428571428571,0.9795918367346939,0.4897959183673469,0.748713768115942,0.8939675100809554,0.9655797101449277,PCA
14,1,LDA,0.8421052631578947,0.9108910891089108,0.8846153846153846,0.9387755102040817,0.5943877551020409,0.740643115942029,0.8978206669465385,0.944021739130435,PCA
15,1,Multi Layer Nets,0.7543859649122807,0.86,0.8431372549019608,0.8775510204081632,0.4387755102040816,0.6015126811594204,0.9017696606287858,0.9355072463768115,PCA
16,2,XGBoost,0.8245614035087719,0.9,0.9183673469387755,0.8823529411764706,0.607843137254902,0.7280842391304347,0.9049485174052947,0.9570652173913043,PCA
17,2,Logistic Regression,0.8596491228070176,0.9245283018867925,0.8909090909090909,0.9607843137254902,0.4803921568627451,0.7134692028985508,0.9033112589012383,0.9789855072463769,PCA
18,2,Decision Tree,0.6842105263157895,0.8085106382978724,0.8837209302325582,0.7450980392156863,0.45588235294117646,0.6035507246376811,0.8580592431517502,0.867391304347826,PCA
19,2,SVM,0.8947368421052632,0.9444444444444444,0.8947368421052632,1.0,0.5,0.6266576086956521,0.9069239306753181,1.0,PCA
20,2,KNN,0.8947368421052632,0.9444444444444444,0.8947368421052632,1.0,0.5,0.5759873188405797,0.9005046244913061,0.9873188405797102,PCA
21,2,Random Forest,0.8596491228070176,0.9245283018867925,0.8909090909090909,0.9607843137254902,0.4803921568627451,0.7299230072463767,0.9026785637331857,0.9786231884057972,PCA
22,2,LDA,0.7894736842105263,0.8799999999999999,0.8979591836734694,0.8627450980392157,0.5147058823529412,0.778894927536232,0.8886101048261047,0.9190217391304347,PCA
23,2,Multi Layer Nets,0.7894736842105263,0.8799999999999999,0.8979591836734694,0.8627450980392157,0.5147058823529412,0.6634148550724637,0.8823938213583306,0.9317028985507246,PCA
24,3,XGBoost,0.8245614035087719,0.8913043478260869,0.8913043478260869,0.8913043478260869,0.7183794466403162,0.775570652173913,0.9100631827198965,0.9494565217391304,PCA
25,3,Logistic Regression,0.8596491228070176,0.9166666666666666,0.88,0.9565217391304348,0.7055335968379447,0.808215579710145,0.9071464278018899,0.9576086956521739,PCA
26,3,Decision Tree,0.7368421052631579,0.8387096774193549,0.8297872340425532,0.8478260869565217,0.5602766798418972,0.6252536231884058,0.8831206388815163,0.9021739130434783,PCA
27,3,SVM,0.8070175438596491,0.8910891089108911,0.8181818181818182,0.9782608695652174,0.5345849802371542,0.7540036231884059,0.9055522354079514,1.0,PCA
28,3,KNN,0.8070175438596491,0.8932038834951457,0.8070175438596491,1.0,0.5,0.6565624999999999,0.8990555792708956,0.9871376811594204,PCA
29,3,Random Forest,0.8421052631578947,0.9108910891089108,0.8363636363636363,1.0,0.5909090909090908,0.7932472826086957,0.9186014632268001,0.9744565217391307,PCA
30,3,LDA,0.8421052631578947,0.9032258064516129,0.8936170212765957,0.9130434782608695,0.7292490118577075,0.8322554347826087,0.9160369539119996,0.944927536231884,PCA
31,3,Multi Layer Nets,0.7719298245614035,0.8571428571428571,0.8666666666666667,0.8478260869565217,0.6511857707509882,0.7016123188405797,0.8772246965503083,0.9014492753623188,PCA
32,4,XGBoost,0.7321428571428571,0.7761194029850748,0.7027027027027027,0.8666666666666667,0.7217948717948718,0.7517449309269162,0.7450899245989377,0.7705882352941177,PCA
33,4,Logistic Regression,0.6428571428571429,0.7222222222222222,0.6190476190476191,0.8666666666666667,0.6256410256410256,0.7399259135472371,0.7568642236953432,0.8018382352941178,PCA
34,4,Decision Tree,0.6071428571428571,0.6666666666666666,0.6111111111111112,0.7333333333333333,0.5974358974358974,0.5701258912655971,0.6475330850309585,0.6400735294117647,PCA
35,4,SVM,0.6785714285714286,0.7428571428571429,0.65,0.8666666666666667,0.6641025641025642,0.7240530303030303,0.7132259981216338,0.7341911764705882,PCA
36,4,KNN,0.6428571428571429,0.7142857142857143,0.625,0.8333333333333334,0.6282051282051282,0.6896306818181819,0.7372295603874551,0.8316176470588236,PCA
37,4,Random Forest,0.7678571428571429,0.8059701492537312,0.7297297297297297,0.9,0.7576923076923078,0.7557709447415328,0.7445275984294012,0.7647058823529411,PCA
38,4,LDA,0.7857142857142857,0.8181818181818182,0.75,0.9,0.7769230769230769,0.7783617424242425,0.7674292310250564,0.8323529411764706,PCA
39,4,Multi Layer Nets,0.6428571428571429,0.7058823529411765,0.631578947368421,0.8,0.6307692307692307,0.6835923573975045,0.7139584924879042,0.7147058823529411,PCA
40,5,XGBoost,0.6964285714285714,0.7301587301587302,0.696969696969697,0.7666666666666667,0.6910256410256411,0.7232592468805704,0.723063541806426,0.7136029411764706,PCA
41,5,Logistic Regression,0.7142857142857143,0.7419354838709677,0.71875,0.7666666666666667,0.7102564102564102,0.7502256016042781,0.7444030315181267,0.7643382352941177,PCA
42,5,Decision Tree,0.6428571428571429,0.6774193548387096,0.65625,0.7,0.6384615384615384,0.6029077540106951,0.6689215686274509,0.7264705882352941,PCA
43,5,SVM,0.6785714285714286,0.71875,0.6764705882352942,0.7666666666666667,0.6717948717948717,0.7250779857397504,0.7183610862643122,0.7452205882352941,PCA
44,5,KNN,0.625,0.7200000000000001,0.6,0.9,0.6038461538461539,0.687179701426025,0.7296918767507004,0.8069852941176471,PCA
45,5,Random Forest,0.7321428571428571,0.7540983606557377,0.7419354838709677,0.7666666666666667,0.7294871794871794,0.7586828765597148,0.7538087816886628,0.7757352941176471,PCA
46,5,LDA,0.75,0.7741935483870969,0.75,0.8,0.7461538461538462,0.7836647727272726,0.7495319561618373,0.7886029411764706,PCA
47,5,Multi Layer Nets,0.6785714285714286,0.7096774193548386,0.6875,0.7333333333333333,0.6743589743589744,0.6617591354723709,0.673700588634175,0.6705882352941177,PCA
48,6,XGBoost,0.8035714285714286,0.819672131147541,0.8064516129032258,0.8333333333333334,0.8012820512820513,0.7444657976827094,0.7149279129523519,0.7264705882352941,PCA
49,6,Logistic Regression,0.6964285714285714,0.7301587301587302,0.696969696969697,0.7666666666666667,0.6910256410256411,0.7652824197860962,0.7372783126893948,0.7518382352941176,PCA
50,6,Decision Tree,0.625,0.6865671641791045,0.6216216216216216,0.7666666666666667,0.6141025641025641,0.6445744206773618,0.7083992871763598,0.6713235294117647,PCA
51,6,SVM,0.6607142857142857,0.6984126984126984,0.6666666666666666,0.7333333333333333,0.6551282051282051,0.7654328208556149,0.7314715306745668,0.7643382352941177,PCA
52,6,KNN,0.6607142857142857,0.7323943661971831,0.6341463414634146,0.8666666666666667,0.6448717948717949,0.7055773729946523,0.7361428629849683,0.8136029411764707,PCA
53,6,Random Forest,0.7321428571428571,0.7540983606557377,0.7419354838709677,0.7666666666666667,0.7294871794871794,0.7873802361853832,0.7455759273406333,0.7448529411764706,PCA
54,6,LDA,0.7321428571428571,0.761904761904762,0.7272727272727273,0.8,0.726923076923077,0.7952902183600713,0.7530165888551024,0.7823529411764706,PCA
55,6,Multi Layer Nets,0.625,0.6666666666666666,0.6363636363636364,0.7,0.6192307692307693,0.7065034536541889,0.7130593811514865,0.6897058823529412,PCA
56,7,XGBoost,0.7142857142857143,0.7575757575757577,0.6944444444444444,0.8333333333333334,0.7051282051282052,0.7771223262032085,0.7522598062825766,0.7819852941176471,PCA
57,7,Logistic Regression,0.7678571428571429,0.8115942028985509,0.717948717948718,0.9333333333333333,0.755128205128205,0.7892101158645276,0.7766072970786542,0.8018382352941178,PCA
58,7,Decision Tree,0.6964285714285714,0.7213114754098361,0.7096774193548387,0.7333333333333333,0.6935897435897436,0.6478888146167557,0.6713137422809934,0.6830882352941177,PCA
59,7,SVM,0.75,0.7878787878787877,0.7222222222222222,0.8666666666666667,0.7410256410256411,0.8071830436720141,0.7796740892891845,0.8198529411764707,PCA
60,7,KNN,0.6785714285714286,0.7428571428571429,0.65,0.8666666666666667,0.6641025641025642,0.7690424465240641,0.7641328827313876,0.8566176470588236,PCA
61,7,Random Forest,0.7321428571428571,0.7692307692307692,0.7142857142857143,0.8333333333333334,0.7243589743589745,0.8101144719251338,0.7869887251317642,0.8132352941176471,PCA
62,7,LDA,0.8035714285714286,0.8405797101449275,0.7435897435897436,0.9666666666666667,0.7910256410256411,0.8134413992869876,0.787576106513488,0.8261029411764707,PCA
63,7,Multi Layer Nets,0.7321428571428571,0.761904761904762,0.7272727272727273,0.8,0.726923076923077,0.7457720588235295,0.7389078533628033,0.7209558823529412,PCA
64,8,XGBoost,0.7358490566037735,0.7407407407407408,0.8,0.6896551724137931,0.74066091954023,0.7841758241758241,0.7255921578421579,0.7095238095238097,PCA
65,8,Logistic Regression,0.7547169811320755,0.7547169811320755,0.8333333333333334,0.6896551724137931,0.7614942528735633,0.7550946275946275,0.7040879120879122,0.7166666666666667,PCA
66,8,Decision Tree,0.5283018867924528,0.5098039215686274,0.5909090909090909,0.4482758620689655,0.5366379310344828,0.7106501831501831,0.691802059090979,0.6876190476190477,PCA
67,8,SVM,0.6415094339622641,0.6274509803921569,0.7272727272727273,0.5517241379310345,0.6508620689655172,0.7421123321123322,0.7113644097837646,0.681904761904762,PCA
68,8,KNN,0.6415094339622641,0.6666666666666666,0.6785714285714286,0.6551724137931034,0.6400862068965517,0.7783257020757022,0.7306029670127033,0.7733333333333334,PCA
69,8,Random Forest,0.6981132075471698,0.68,0.8095238095238095,0.5862068965517241,0.7097701149425287,0.7783272283272283,0.7211684198872137,0.7585714285714287,PCA
70,8,LDA,0.7358490566037735,0.7407407407407408,0.8,0.6896551724137931,0.74066091954023,0.7711477411477412,0.7273931224709868,0.758095238095238,PCA
71,8,Multi Layer Nets,0.6981132075471698,0.7037037037037037,0.76,0.6551724137931034,0.7025862068965517,0.7634004884004885,0.7091541791541791,0.7028571428571428,PCA
72,9,XGBoost,0.7169811320754716,0.7169811320754716,0.7916666666666666,0.6551724137931034,0.7234195402298851,0.7679334554334554,0.6982470919164467,0.7019047619047618,PCA
73,9,Logistic Regression,0.6981132075471698,0.6923076923076923,0.782608695652174,0.6206896551724138,0.7061781609195402,0.7501495726495726,0.7077139312300603,0.7371428571428572,PCA
